1,5.6123,0.6521,16.4814,2.6864,2.6864,0.0000,0.0000,0.0000,0.0000,0.0000,1.7776,0.0000,0.0000,0.0000,0.0000,0.0587,0.7821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.1727,0.0811,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
2,1.0625,0.3955,2.5118,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1608,1.8244,0.0274,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
3,0.7842,0.0000,2.9585,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1966,0.0135,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
5,1.0843,0.3981,2.6374,0.7321,0.0107,0.7008,0.0191,0.0016,0.0000,0.0000,0.4830,0.0014,0.0026,0.0092,0.0000,0.0001,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.1546,1.8499,0.0274,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0990,0.0022
6,1.0930,0.3913,2.6374,0.7484,0.0092,0.6811,0.0540,0.0042,0.0000,0.0000,0.4884,0.0000,0.0009,0.0098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1585,1.8770,0.0279,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0979,0.0056
7,1.1022,0.4007,2.6374,0.7321,0.0236,0.7084,0.0000,0.0000,0.0000,0.0000,0.4836,0.0004,0.0005,0.0000,0.0000,0.0005,0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.1591,1.8717,0.0279,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
8,1.0838,0.3652,2.6374,0.7338,0.0171,0.7053,0.0075,0.0041,0.0000,0.0000,0.4470,0.0000,0.0001,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1515,1.8262,0.0270,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0913,0.0055
9,0.8234,0.0708,3.1492,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0644,0.0177,0.0234,0.0217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2848,0.0145,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
10,1.8825,0.5092,5.8924,1.0828,0.5015,0.5813,0.0000,0.0000,0.0000,0.0000,0.7165,0.0000,0.0104,0.1035,0.0000,0.0110,0.1460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0262,2.5803,0.0303,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
11,1.8547,0.4500,5.8924,1.2291,0.4502,0.3602,0.4142,0.0046,0.0000,0.0000,0.7781,0.0000,0.0181,0.1695,0.0000,0.0060,0.0801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0425,2.7160,0.0325,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0950,0.0038
12,2.0609,0.4882,5.8924,1.2069,0.5560,0.4608,0.1864,0.0036,0.0000,0.0000,0.7883,0.0000,0.0053,0.0533,0.0000,0.0120,0.1595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0955,2.9984,0.0379,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0006,0.0030
13,1.5986,0.4897,5.3341,0.9759,0.3391,0.6085,0.0283,0.0000,0.0000,0.0000,0.6457,0.0000,0.0147,0.1466,0.0000,0.0070,0.0933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1847,0.0247,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
14,0.8234,0.0778,3.0830,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0795,0.0000,0.0027,0.0267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2394,0.0140,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
15,1.9147,0.5002,6.2917,1.1627,0.4734,0.4582,0.2311,0.0000,0.0000,0.0000,0.7684,0.0000,0.0170,0.1590,0.0000,0.0102,0.1361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6387,0.0298,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
