1,2.9412,0.4739,9.4543,1.8805,1.8805,0.0000,0.0000,0.0000,0.0000,0.0000,1.2443,0.0000,0.0444,0.4430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8682,0.0437,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
2,0.7438,0.3955,1.7583,0.5003,0.0000,0.5003,0.0000,0.0000,0.0000,0.0000,0.3310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1126,1.2771,0.0192,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
3,0.5490,0.0000,2.0710,0.5003,0.0000,0.5003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8376,0.0095,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
5,0.7465,0.3966,1.8462,0.5062,0.0012,0.4937,0.0109,0.0003,0.0000,0.0000,0.3317,0.0028,0.0042,0.0084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1046,1.2759,0.0188,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0991,0.0005
6,0.7404,0.4000,1.8462,0.5003,0.0000,0.5003,0.0000,0.0000,0.0000,0.0000,0.3310,0.0000,0.0012,0.0118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1007,1.2495,0.0184,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
7,0.7404,0.4000,1.8462,0.5003,0.0000,0.5003,0.0000,0.0000,0.0000,0.0000,0.3310,0.0000,0.0012,0.0118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1007,1.2495,0.0184,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
8,0.5764,0.0728,2.1595,0.5003,0.0000,0.5003,0.0000,0.0000,0.0000,0.0000,0.0538,0.0000,0.0018,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8684,0.0098,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
9,1.2589,0.4383,4.2247,0.9711,0.2256,0.0439,0.7015,0.0000,0.0000,0.0000,0.6371,0.0055,0.0265,0.1991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0321,1.9994,0.0240,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
10,1.2456,0.4353,4.2247,0.9570,0.2309,0.0802,0.6301,0.0158,0.0000,0.0000,0.6285,0.0047,0.0261,0.2080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0234,1.9481,0.0230,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0985,0.0166
11,1.1189,0.4343,4.0468,0.9043,0.0965,0.0542,0.7399,0.0136,0.0000,0.0000,0.5922,0.0015,0.0234,0.2186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7633,0.0199,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0982,0.0150
12,0.5764,0.0776,2.1583,0.5003,0.0000,0.5003,0.0000,0.0000,0.0000,0.0000,0.0556,0.0000,0.0019,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8677,0.0098,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
13,1.3157,0.4263,4.4227,0.8155,0.1144,0.1737,0.5228,0.0046,0.0000,0.0000,0.5115,0.0179,0.0398,0.1844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7648,0.0200,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0941,0.0056
14,1.2905,0.4394,4.4527,0.8976,0.4042,0.2832,0.1868,0.0234,0.0000,0.0000,0.5792,0.0149,0.0383,0.2101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8473,0.0209,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0968,0.0261
15,1.5340,0.4486,5.1660,1.0622,0.6088,0.2145,0.2105,0.0284,0.0000,0.0000,0.7029,0.0000,0.0250,0.2566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1396,0.0242,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0993,0.0267
16,0.5764,0.0779,2.1582,0.5003,0.0000,0.5003,0.0000,0.0000,0.0000,0.0000,0.0557,0.0000,0.0019,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8676,0.0098,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
17,1.3058,0.4544,4.4621,0.8954,0.4549,0.2997,0.1408,0.0000,0.0000,0.0000,0.5911,0.0014,0.0225,0.2075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8206,0.0206,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
18,0.8113,0.4396,2.9046,0.5714,0.0679,0.4583,0.0412,0.0040,0.0000,0.0000,0.3781,0.0000,0.0129,0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1565,0.0131,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0993,0.0070
19,2.0439,0.4613,6.8035,1.3887,1.0191,0.0480,0.3203,0.0013,0.0000,0.0000,0.9120,0.0069,0.0410,0.3265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8331,0.0320,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0985,0.0009
