claypla,      3.5229,      0.4928,      0.6617,      0.1161,      1.9164,      0.4658,      1.3204
claypla,      3.1168,      0.0599,      0.0818,      0.0081,      0.9060,      0.0473,      0.8234
claypla,      3.7142,      0.3094,      0.4510,      0.0011,      1.1609,      0.2442,      0.9901
claypla,      4.1229,      0.4418,      0.6052,      0.0825,      1.4582,      0.3798,      1.1568
claypla,      4.1229,      0.4931,      0.6617,      0.0924,      1.6930,      0.4484,      1.2656
claypla,      3.1307,      0.0628,      0.0838,      0.0000,      0.9109,      0.0503,      0.8234
claypla,      3.7187,      0.3147,      0.4593,      0.0000,      1.1627,      0.2480,      0.9901
claypla,      4.0771,      0.4534,      0.6617,      0.0228,      1.3361,      0.3660,      1.1087
claypla,      4.7229,      0.4845,      0.5870,      0.1849,      1.8148,      0.4905,      1.3191
acidpla,      4.3582,      1.3409,      0.6617,      0.3383,      6.5034,      1.9388,      4.1701
acidpla,      2.7837,      0.3955,      0.6617,      0.0000,      1.5389,      0.3335,      1.1203
acidpla,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
acidpla,      2.9229,      0.0086,      0.0106,      0.7569,      1.3212,      0.0146,      0.8234
acidpla,      2.9229,      0.5888,      0.6617,      0.1220,      1.9779,      0.4754,      1.3900
acidpla,      2.9229,      0.5319,      0.6109,      0.1387,      1.8924,      0.4369,      1.3399
acidpla,      2.9229,      0.5879,      0.6613,      0.1219,      1.9763,      0.4748,      1.3890
acidpla,      3.1307,      0.0628,      0.0837,      0.0000,      0.9109,      0.0502,      0.8234
acidpla,      3.3287,      0.7714,      0.6512,      0.2141,      2.7714,      0.7231,      1.8695
acidpla,      3.3287,      0.9450,      0.6617,      0.2554,      3.2573,      0.8892,      2.1760
acidpla,      3.3287,      0.8953,      0.6446,      0.2660,      3.1932,      0.8610,      2.1314
acidpla,      3.1307,      0.0628,      0.0838,      0.0000,      0.9109,      0.0503,      0.8234
acidpla,      3.7345,      0.7967,      0.6222,      0.2597,      2.6881,      0.7353,      1.8692
acidpla,      3.7345,      1.0782,      0.6617,      0.2877,      3.9570,      1.1289,      2.6220
acidpla,      3.7345,      1.1510,      0.6617,      0.3040,      4.5368,      1.3029,      2.9620
acidpla,      3.0910,      0.0576,      0.0820,      0.0000,      0.8914,      0.0427,      0.8234
acidpla,      4.0981,      0.8594,      0.6617,      0.2233,      2.6023,      0.7501,      1.8651
acidpla,      4.1403,      1.0645,      0.6340,      0.3278,      4.5756,      1.3013,      2.9088
acidpla,      4.1403,      1.2853,      0.6615,      0.3294,      5.8160,      1.7164,      3.7477
alcpla,      3.6910,      0.7541,      0.6617,      0.3383,      6.1638,      1.9388,      3.9083
alcpla,      2.7837,      0.3955,      0.6617,      0.0000,      1.5389,      0.3335,      1.1203
alcpla,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
alcpla,      2.9229,      0.0133,      0.0129,      0.7293,      1.2841,      0.0168,      0.8234
alcpla,      2.9229,      0.6028,      0.6617,      0.1724,      2.2400,      0.5770,      1.5431
alcpla,      2.9229,      0.5765,      0.6614,      0.1480,      2.1092,      0.5288,      1.4678
alcpla,      2.9229,      0.6031,      0.6617,      0.1727,      2.2445,      0.5783,      1.5455
alcpla,      3.1155,      0.0620,      0.0852,      0.0000,      0.9034,      0.0483,      0.8234
alcpla,      3.1174,      0.6523,      0.6616,      0.2193,      2.6257,      0.7208,      1.7866
alcpla,      3.1174,      0.6896,      0.6613,      0.2614,      3.2391,      0.9235,      2.1450
alcpla,      3.1174,      0.6389,      0.6617,      0.2049,      2.5440,      0.6848,      1.7412
alcpla,      3.1248,      0.0612,      0.0822,      0.0018,      0.9087,      0.0487,      0.8234
alcpla,      3.3119,      0.6195,      0.6353,      0.2247,      2.6267,      0.7034,      1.7866
alcpla,      3.3119,      0.6690,      0.6617,      0.2343,      2.7684,      0.7844,      1.8881
alcpla,      3.3119,      0.7245,      0.6617,      0.3009,      4.2236,      1.2655,      2.7388
alcpla,      3.0948,      0.0624,      0.0889,      0.0000,      0.8951,      0.0464,      0.8234
alcpla,      3.5064,      0.6408,      0.6615,      0.2128,      2.5785,      0.7252,      1.7866
alcpla,      3.5064,      0.6924,      0.6560,      0.3050,      4.1652,      1.2478,      2.7072
alcpla,      3.5064,      0.6892,      0.6611,      0.2621,      3.6483,      1.0533,      2.3924
bioet,     14.5281,      0.4739,      0.6617,      0.0000,      4.8337,      1.3013,      4.4189
bioet,      2.3325,      0.0000,      0.0000,      0.0000,      0.3606,      0.0000,      0.1714
bioet,      2.3325,      0.0000,      0.0000,      0.0000,      0.3606,      0.0000,      0.1714
bioet,     14.5281,      0.4739,      0.6617,      0.0000,      4.8337,      1.3013,      4.4189
bioet,      2.3325,      0.0000,      0.0000,      0.0000,      0.3606,      0.0000,      0.1714
bioet,      2.3325,      0.0000,      0.0000,      0.0000,      0.3606,      0.0000,      0.1714
bioet,      2.3579,      0.0056,      0.0100,      0.0030,      0.3735,      0.0061,      0.1800
bioet,      2.4491,      0.3341,      0.6617,      0.0000,      1.2847,      0.3335,      0.7928
bioet,      2.4491,      0.3341,      0.6617,      0.0000,      1.2847,      0.3335,      0.7928
bioet,      2.4491,      0.0292,      0.0704,      0.3038,      0.6124,      0.0500,      0.3036
bioet,      2.3583,      0.0054,      0.0096,      0.0061,      0.3745,      0.0061,      0.1800
bioet,      5.4264,      0.4233,      0.6320,      0.0005,      1.7809,      0.4667,      1.5193
bioet,      6.1350,      0.4541,      0.6617,      0.0000,      2.0038,      0.5418,      1.7599
bioet,      6.2333,      0.4208,      0.6617,      0.0000,      3.3243,      0.7542,      2.5119
bioet,      2.3593,      0.0058,      0.0102,      0.0003,      0.3734,      0.0064,      0.1800
bioet,      4.6571,      0.4178,      0.6367,      0.0002,      1.5607,      0.4296,      1.2247
bioet,      8.8834,      0.4455,      0.6595,      0.0091,      2.9429,      0.8080,      2.6008
bioet,      8.9984,      0.4626,      0.6617,      0.0001,      2.9952,      0.8114,      2.6512
bioet,      2.3593,      0.0060,      0.0106,      0.0000,      0.3734,      0.0066,      0.1800
bioet,      5.5715,      0.4394,      0.6617,      0.0000,      1.9134,      0.5370,      1.4997
bioet,      8.6076,      0.4425,      0.6332,      0.0045,      2.9598,      0.7969,      2.4389
bioet,     11.6100,      0.4414,      0.5754,      0.0000,      3.8861,      0.9817,      3.3284
sourcesegregation,      5.7567,      1.1044,      1.8182,      0.0000,      0.5927,      0.6912,      0.9732
sourcesegregation,     -1.1902,      0.9768,      1.8182,      0.0000,      1.8665,      0.5670,      1.1721
sourcesegregation,      4.1402,      1.0849,      1.8182,      0.0000,      0.3338,      0.4953,      0.7270
sourcesegregation,      4.2215,      1.0849,      1.8182,      0.0000,      0.3450,      0.4943,      0.7634
sourcesegregation,      4.9371,      1.0593,      1.7949,     -0.0037,      0.5034,      0.5897,      0.8516
sourcesegregation,      4.9513,      1.0888,      1.8167,     -0.0058,      0.5168,      0.5995,      0.8449
sourcesegregation,      5.0461,      1.0697,      1.7953,     -0.0017,      0.5492,      0.6035,      0.8617
sourcesegregation,      1.0692,      1.0190,      1.8182,      0.0000,      1.0232,      0.4642,      0.8440
sourcesegregation,      1.0692,      1.0121,      1.8182,      0.0000,      1.1384,      0.4575,      0.9968
sourcesegregation,      1.0692,      1.0169,      1.8182,      0.0000,      1.2095,      0.5398,      0.9861
sourcesegregation,      3.1812,      1.0644,      1.8182,      0.0000,      0.5484,      0.4856,      0.7634
sourcesegregation,      3.2690,      1.0610,      1.8182,      0.0000,      0.6183,      0.4812,      0.8801
sourcesegregation,      3.2690,      1.0662,      1.8182,      0.0000,      0.5296,      0.4865,      0.7602
sourcesegregation,      3.2690,      1.0573,      1.8077,      0.0000,      0.8554,      0.5577,      0.8713
sourcesegregation,      4.2231,      1.0849,      1.8182,      0.0000,      0.3450,      0.4946,      0.7634
sourcesegregation,      4.7829,      1.0849,      1.8182,      0.0000,      0.3815,      0.5406,      0.8801
sourcesegregation,      4.1402,      1.0849,      1.8182,      0.0000,      0.3338,      0.4953,      0.7270
sourcesegregation,      4.6770,      1.0872,      1.8182,     -0.0064,      0.4981,      0.5643,      0.7976
