tl,    217.2953,      0.4474,      0.6391,      0.0004,      2.1856,      0.7152,      2.1573
tl,     25.8388,      0.0000,      0.0000,      1.0000,      2.0962,      0.0000,      0.8302
tl,     50.0000,      0.0000,      0.0000,      0.8443,      1.4629,      0.0000,      0.8667
tl,     27.1307,      0.0027,      0.0087,      0.9913,      2.1497,      0.0350,      0.8717
tl,     27.1307,      0.0031,      0.0133,      0.9867,      2.1445,      0.0423,      0.8885
tl,     27.1307,      0.0031,      0.0133,      0.9867,      2.1445,      0.0423,      0.8885
tl,     27.1307,      0.0031,      0.0133,      0.9867,      2.1445,      0.0423,      0.8885
tl,     86.8973,      0.0243,      0.0599,      0.5749,      1.1996,      0.0711,      0.8717
tl,     86.8973,      0.1013,      0.2646,      0.4307,      1.6745,      0.3268,      1.2367
tl,     86.8973,      0.1671,      0.3884,      0.2858,      2.2043,      0.5338,      1.5726
tl,     86.8973,      0.1860,      0.5078,      0.3111,      2.6739,      0.8533,      2.0107
tl,    146.0439,      0.0739,      0.1348,      0.2468,      0.9882,      0.0941,      0.8717
tl,    146.6639,      0.3701,      0.6456,      0.0363,      1.5040,      0.4281,      1.2556
tl,    146.6639,      0.4083,      0.6617,      0.0017,      1.5366,      0.4389,      1.2549
tl,    146.6639,      0.4194,      0.6580,      0.0003,      2.0949,      0.6264,      1.7116
tl,    202.3109,      0.1693,      0.2445,      0.0000,      0.9116,      0.1294,      0.8717
tl,    202.2820,      0.4253,      0.6617,      0.0133,      1.1067,      0.3816,      1.0812
tl,    171.6022,      0.4286,      0.6476,      0.0038,      1.7721,      0.6111,      1.5576
tl,    206.4305,      0.4414,      0.6577,      0.0013,      1.4762,      0.4934,      1.4468
