0.7881,0.1571,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.1802,0.0000,0.0000,0.0000,2.6928
1.1193,0.3965,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0004,0.0036,2.6928
1.1193,0.3965,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0004,0.0036,2.6928
1.1193,0.3965,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0004,0.0036,2.6928
1.1193,0.3965,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0004,0.0036,2.6928
1.1193,0.3965,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0004,0.0036,2.6928
0.7881,0.0065,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0026,0.0091,0.0110,0.0009,2.9934
1.4358,0.4480,0.9273,0.2897,0.6376,0.0000,0.0000,0.0000,0.0000,0.6136,0.0000,0.0211,0.2101,4.9574
0.0000,0.0000,0.0000,0.2900,0.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.4358,0.4480,0.9273,0.2897,0.6376,0.0000,0.0000,0.0000,0.0000,0.6136,0.0000,0.0211,0.2101,4.9574
1.4358,0.4480,0.9273,0.2897,0.6376,0.0000,0.0000,0.0000,0.0000,0.6136,0.0000,0.0211,0.2101,4.9574
1.4358,0.4480,0.9273,0.2897,0.6376,0.0000,0.0000,0.0000,0.0000,0.6136,0.0000,0.0211,0.2101,4.9574
0.7881,0.0065,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0026,0.0091,0.0110,0.0009,2.9934
1.5099,0.4496,0.9710,0.3492,0.6218,0.0000,0.0000,0.0000,0.0000,0.6425,0.0000,0.0221,0.2206,5.1842
2.1758,0.4599,1.3637,0.8843,0.4795,0.0000,0.0000,0.0000,0.0000,0.9024,0.0000,0.0316,0.3150,7.2220
2.1758,0.4599,1.3637,0.8843,0.4795,0.0000,0.0000,0.0000,0.0000,0.9024,0.0000,0.0316,0.3150,7.2220
2.1758,0.4599,1.3637,0.8843,0.4795,0.0000,0.0000,0.0000,0.0000,0.9024,0.0000,0.0316,0.3150,7.2220
2.1758,0.4599,1.3637,0.8843,0.4795,0.0000,0.0000,0.0000,0.0000,0.9024,0.0000,0.0316,0.3150,7.2220
0.7881,0.0065,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0026,0.0091,0.0110,0.0009,2.9934
1.5099,0.4496,0.9710,0.3492,0.6218,0.0000,0.0000,0.0000,0.0000,0.6425,0.0000,0.0221,0.2206,5.1842
2.2316,0.4606,1.3966,0.9291,0.4675,0.0000,0.0000,0.0000,0.0000,0.9241,0.0000,0.0324,0.3229,7.3927
2.9158,0.4666,1.8001,1.4788,0.3213,0.0000,0.0000,0.0000,0.0000,1.1911,0.0000,0.0421,0.4199,9.4866
2.9158,0.4666,1.8001,1.4788,0.3213,0.0000,0.0000,0.0000,0.0000,1.1911,0.0000,0.0421,0.4199,9.4866
2.9158,0.4666,1.8001,1.4788,0.3213,0.0000,0.0000,0.0000,0.0000,1.1911,0.0000,0.0421,0.4199,9.4866
0.7881,0.0065,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0026,0.0091,0.0110,0.0009,2.9934
1.5099,0.4496,0.9710,0.3492,0.6218,0.0000,0.0000,0.0000,0.0000,0.6425,0.0000,0.0221,0.2206,5.1842
2.2316,0.4606,1.3966,0.9291,0.4675,0.0000,0.0000,0.0000,0.0000,0.9241,0.0000,0.0324,0.3229,7.3927
2.9533,0.4669,1.8222,1.5089,0.3133,0.0000,0.0000,0.0000,0.0000,1.2057,0.0000,0.0427,0.4252,9.6013
3.6558,0.4708,2.2365,2.0734,0.1631,0.0000,0.0000,0.0000,0.0000,1.4798,0.0000,0.0526,0.5247,11.7512
3.6558,0.4708,2.2365,2.0734,0.1631,0.0000,0.0000,0.0000,0.0000,1.4798,0.0000,0.0526,0.5247,11.7512
0.7881,0.0065,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0026,0.0091,0.0110,0.0009,2.9934
1.5099,0.4496,0.9710,0.3492,0.6218,0.0000,0.0000,0.0000,0.0000,0.6425,0.0000,0.0221,0.2206,5.1842
2.2316,0.4606,1.3966,0.9291,0.4675,0.0000,0.0000,0.0000,0.0000,0.9241,0.0000,0.0324,0.3229,7.3927
2.9533,0.4669,1.8222,1.5089,0.3133,0.0000,0.0000,0.0000,0.0000,1.2057,0.0000,0.0427,0.4252,9.6013
3.6751,0.4709,2.2478,2.0888,0.1590,0.0000,0.0000,0.0000,0.0000,1.4874,0.0000,0.0529,0.5275,11.8101
4.3959,0.4738,2.6728,2.6679,0.0049,0.0000,0.0000,0.0000,0.0000,1.7686,0.0000,0.0632,0.6296,14.0158
