1,      8.5782,      1.3565,      0.6617,      0.0000,      3.4143,      0.8678,      3.5267
1,      2.5118,      0.3955,      0.6617,      0.0000,      1.2805,      0.3335,      1.0625
1,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
1,      2.6374,      0.5189,      0.6617,      0.0000,      1.2794,      0.3335,      1.0863
1,      2.6374,      0.5015,      0.6616,      0.0000,      1.2969,      0.3382,      1.0936
1,      2.6374,      0.5189,      0.6617,      0.0000,      1.2794,      0.3335,      1.0863
1,      2.6374,      0.4931,      0.6405,      0.0000,      1.2653,      0.3228,      1.0747
1,      2.9949,      0.1134,      0.0589,      0.0000,      0.8753,      0.0298,      0.8234
1,      3.8684,      1.2855,      0.6613,      0.0008,      1.4822,      0.3861,      1.4469
1,      4.0154,      1.2059,      0.6391,      0.0000,      1.5165,      0.3925,      1.4599
1,      4.0145,      1.2942,      0.6617,      0.0000,      1.5431,      0.4009,      1.5126
1,      3.9313,      1.2474,      0.6606,      0.0000,      1.4995,      0.3831,      1.4539
1,      2.9941,      0.1140,      0.0592,      0.0000,      0.8754,      0.0298,      0.8234
1,      3.6735,      1.2586,      0.6617,      0.0000,      1.3952,      0.3665,      1.3516
1,      5.1046,      1.2127,      0.6574,      0.0089,      1.9527,      0.5158,      1.9502
1,      4.9963,      1.2289,      0.6614,      0.0166,      1.9491,      0.5153,      1.9365
1,      4.7407,      1.3092,      0.6617,      0.0000,      1.8403,      0.4752,      1.8324
1,      2.9943,      0.1140,      0.0593,      0.0000,      0.8754,      0.0299,      0.8234
1,      3.8791,      1.2852,      0.6603,      0.0000,      1.4852,      0.3862,      1.4506
1,      5.0980,      1.2222,      0.6617,      0.0000,      1.9162,      0.5085,      1.9228
1,      6.1522,      1.2143,      0.6615,      0.0009,      2.3614,      0.6219,      2.3862
1,      3.3565,      1.2747,      0.6617,      0.0000,      1.2733,      0.3335,      1.2222
1,      2.9965,      0.1123,      0.0583,      0.0000,      0.8750,      0.0296,      0.8234
1,      3.8635,      1.2722,      0.6605,      0.0017,      1.4779,      0.3859,      1.4412
1,      5.4543,      1.2590,      0.6432,      0.0000,      2.1007,      0.5355,      2.0869
1,      5.0314,      1.2120,      0.6324,      0.0018,      1.9168,      0.4925,      1.8587
1,      8.1201,      1.3337,      0.6606,      0.0000,      3.2097,      0.8194,      3.3074
2,      4.7054,      0.8751,      0.6617,      0.0000,      1.2905,      0.3335,      1.3588
2,      2.5118,      0.3955,      0.6617,      0.0000,      1.2805,      0.3335,      1.0625
2,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
2,      2.6374,      0.3990,      0.6600,      0.0000,      1.2515,      0.3339,      1.0571
2,      2.6374,      0.4199,      0.6597,      0.0000,      1.2797,      0.3325,      1.0785
2,      2.6374,      0.4213,      0.6617,      0.0000,      1.2811,      0.3335,      1.0795
2,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
2,      3.0956,      0.2618,      0.3919,      0.0000,      1.0181,      0.2012,      0.9403
2,      3.0956,      0.3976,      0.6617,      0.0000,      1.2401,      0.3353,      1.0571
2,      3.0956,      0.5170,      0.6617,      0.0000,      1.2832,      0.3335,      1.1414
2,      3.0956,      0.5170,      0.6617,      0.0000,      1.2832,      0.3335,      1.1414
2,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
2,      3.4545,      0.2995,      0.4428,      0.0000,      0.9557,      0.2312,      0.9403
2,      3.5538,      0.4381,      0.6609,      0.0012,      1.0980,      0.3508,      1.0569
2,      3.5538,      0.5849,      0.6617,      0.0000,      1.2466,      0.3352,      1.1740
2,      3.5538,      0.6153,      0.6617,      0.0000,      1.2853,      0.3335,      1.2033
2,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
2,      3.5285,      0.2860,      0.4085,      0.0012,      0.9990,      0.2297,      0.9403
2,      3.8228,      0.4505,      0.5899,      0.0000,      1.0517,      0.3060,      1.0571
2,      4.0119,      0.6198,      0.6617,      0.0000,      1.1671,      0.3388,      1.1740
2,      4.0119,      0.6988,      0.6615,      0.0000,      1.3021,      0.3398,      1.2703
2,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
2,      3.4545,      0.2995,      0.4428,      0.0000,      0.9557,      0.2312,      0.9403
2,      3.8165,      0.4858,      0.6617,      0.0000,      1.0467,      0.3441,      1.0571
2,      4.2341,      0.6066,      0.5695,      0.0013,      1.1819,      0.3076,      1.1725
2,      4.4701,      0.7806,      0.6617,      0.0000,      1.2418,      0.3356,      1.2909
3,     16.4814,      0.6521,      0.6617,      0.0000,      5.0133,      1.2535,      5.6123
3,      2.5118,      0.3955,      0.6617,      0.0000,      1.2805,      0.3335,      1.0625
3,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
4,      6.0346,      0.8053,      0.6617,      0.0000,      2.1206,      0.5903,      1.8538
4,      2.5118,      0.3955,      0.6617,      0.0000,      1.2805,      0.3335,      1.0625
4,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
5,      4.5314,      0.5586,      0.6617,      0.1562,      1.4775,      0.5503,      1.2995
5,      2.5118,      0.3955,      0.6617,      0.0000,      1.2805,      0.3335,      1.0625
5,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
6,      2.7777,      1.3409,      0.6617,      0.3383,      5.0008,      1.9388,      3.8342
3,     16.4814,      0.6521,      0.6617,      0.0000,      5.0133,      1.2535,      5.6123
3,      2.5118,      0.3955,      0.6617,      0.0000,      1.2805,      0.3335,      1.0625
3,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
3,      2.6374,      0.3981,      0.6597,      0.0007,      1.2981,      0.3423,      1.0843
3,      2.6374,      0.3913,      0.6525,      0.0019,      1.3171,      0.3451,      1.0930
3,      2.6374,      0.4007,      0.6606,      0.0000,      1.3135,      0.3413,      1.1022
3,      2.6374,      0.3652,      0.6092,      0.0022,      1.2815,      0.3150,      1.0838
3,      3.1492,      0.0708,      0.0901,      0.0000,      0.8980,      0.0593,      0.8234
3,      5.8924,      0.5092,      0.6617,      0.0000,      1.8044,      0.5131,      1.8825
3,      5.8924,      0.4500,      0.6331,      0.0014,      1.8997,      0.5623,      1.8547
3,      5.8924,      0.4882,      0.6531,      0.0010,      2.0989,      0.5599,      2.0609
3,      5.3341,      0.4897,      0.6617,      0.0000,      1.5270,      0.4664,      1.5986
3,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
3,      6.2917,      0.5002,      0.6609,      0.0000,      1.8443,      0.5545,      1.9147
3,      9.1474,      0.5659,      0.6617,      0.0050,      2.7433,      0.7423,      2.9886
3,      9.1474,      0.5507,      0.6538,      0.0000,      3.1404,      0.7988,      3.2158
3,      9.1474,      0.5588,      0.6617,      0.0000,      2.8203,      0.7327,      3.0168
3,      3.0844,      0.0741,      0.1084,      0.0000,      0.8669,      0.0566,      0.8234
3,      5.8578,      0.4925,      0.6617,      0.0000,      1.7066,      0.5206,      1.7644
3,      8.0542,      0.5436,      0.6617,      0.0057,      2.3894,      0.6670,      2.5791
3,     12.4023,      0.6173,      0.6617,      0.0000,      3.7380,      0.9639,      4.1465
3,     12.4023,      0.5658,      0.6614,      0.0000,      3.7290,      1.0190,      4.0649
3,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
3,      6.5679,      0.4815,      0.5800,      0.0000,      1.9641,      0.5321,      1.9221
3,      9.5285,      0.5305,      0.6613,      0.0004,      2.8975,      0.8329,      3.0157
3,     12.1059,      0.6142,      0.6617,      0.0000,      3.6444,      0.9427,      4.0394
3,     15.6573,      0.6346,      0.6580,      0.0030,      4.7891,      1.2060,      5.3151
4,      6.0346,      0.8053,      0.6617,      0.0000,      2.1206,      0.5903,      1.8538
4,      2.5118,      0.3955,      0.6617,      0.0000,      1.2805,      0.3335,      1.0625
4,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
4,      2.6374,      0.3980,      0.6586,      0.0000,      1.2523,      0.3336,      1.0578
4,      2.6374,      0.4217,      0.6617,      0.0000,      1.3105,      0.3427,      1.0908
4,      2.6374,      0.4129,      0.6614,      0.0000,      1.3105,      0.3433,      1.0938
4,      2.6374,      0.4216,      0.6617,      0.0000,      1.3100,      0.3426,      1.0905
4,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
4,      3.4113,      0.4465,      0.6617,      0.0000,      1.1310,      0.3496,      1.0578
4,      3.4113,      0.5507,      0.6609,      0.0000,      1.5067,      0.4017,      1.2708
4,      3.4113,      0.5556,      0.6617,      0.0000,      1.4950,      0.3991,      1.2646
4,      3.4113,      0.5160,      0.6273,      0.0000,      1.5171,      0.3912,      1.2663
4,      3.0835,      0.0766,      0.1103,      0.0000,      0.8665,      0.0576,      0.8234
4,      3.7526,      0.4334,      0.6404,      0.0022,      1.0417,      0.3442,      1.0355
4,      4.1851,      0.5998,      0.6600,      0.0000,      1.4212,      0.4199,      1.2893
4,      4.1851,      0.6537,      0.6617,      0.0000,      1.6796,      0.4555,      1.4385
4,      4.1851,      0.6334,      0.6478,      0.0000,      1.6931,      0.4526,      1.4405
4,      3.0835,      0.0773,      0.1104,      0.0000,      0.8662,      0.0578,      0.8234
4,      3.7384,      0.4414,      0.6483,      0.0000,      1.0351,      0.3445,      1.0288
4,      4.4730,      0.5810,      0.6604,      0.0004,      1.3568,      0.4272,      1.2854
4,      4.9590,      0.6907,      0.6617,      0.0000,      1.6315,      0.4808,      1.4822
4,      4.9590,      0.6739,      0.6487,      0.0022,      1.7731,      0.5001,      1.5506
4,      3.0555,      0.0709,      0.1047,      0.0000,      0.8783,      0.0540,      0.8234
4,      3.8121,      0.4693,      0.6617,      0.0000,      1.0678,      0.3573,      1.0576
4,      4.4604,      0.5634,      0.6517,      0.0072,      1.3366,      0.4133,      1.2923
4,      5.0992,      0.6754,      0.6617,      0.0000,      1.6533,      0.4956,      1.5065
4,      5.7329,      0.7757,      0.6617,      0.0021,      1.9984,      0.5633,      1.7578
5,      4.5314,      0.5586,      0.6617,      0.1562,      1.4775,      0.5503,      1.2995
5,      2.5118,      0.3955,      0.6617,      0.0000,      1.2805,      0.3335,      1.0625
5,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
5,      2.6374,      0.3573,      0.5889,      0.0000,      1.2145,      0.2976,      1.0290
5,      2.6374,      0.4172,      0.6617,      0.0294,      1.3337,      0.3595,      1.0973
5,      2.6374,      0.4185,      0.6617,      0.0299,      1.3351,      0.3598,      1.0978
5,      3.0542,      0.0742,      0.1079,      0.0000,      0.8714,      0.0561,      0.8234
5,      3.0542,      0.2396,      0.3687,      0.0000,      1.0067,      0.1893,      0.9262
5,      3.0542,      0.3957,      0.6289,      0.0000,      1.1421,      0.3222,      1.0290
5,      3.0542,      0.4526,      0.6617,      0.0614,      1.3446,      0.3951,      1.1316
5,      3.0542,      0.4479,      0.6529,      0.0874,      1.5128,      0.4317,      1.2187
5,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
5,      3.4097,      0.2736,      0.4028,      0.0000,      0.9449,      0.2103,      0.9262
5,      3.4711,      0.4306,      0.6610,      0.0023,      1.0718,      0.3447,      1.0290
5,      3.4711,      0.4716,      0.6617,      0.0704,      1.2842,      0.4093,      1.1317
5,      3.4711,      0.4834,      0.6492,      0.1242,      1.4938,      0.4676,      1.2345
5,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
5,      3.4244,      0.2463,      0.3556,      0.0238,      0.9620,      0.1961,      0.9262
5,      3.7297,      0.4084,      0.6111,      0.0107,      1.0348,      0.3319,      1.0290
5,      3.8880,      0.4715,      0.6617,      0.0528,      1.1749,      0.4040,      1.1139
5,      3.8880,      0.5080,      0.6567,      0.1135,      1.3784,      0.4668,      1.2001
5,      3.0830,      0.0778,      0.1112,      0.0000,      0.8663,      0.0580,      0.8234
5,      3.3801,      0.2501,      0.3692,      0.0024,      1.0022,      0.2004,      0.9262
5,      3.8038,      0.4208,      0.6247,      0.0000,      1.0635,      0.3467,      1.0289
5,      4.0469,      0.4875,      0.6608,      0.0735,      1.1993,      0.4257,      1.1317
5,      4.3048,      0.5328,      0.6574,      0.1341,      1.3789,      0.5009,      1.2345
6,      2.7777,      1.3409,      0.6617,      0.3383,      5.0008,      1.9388,      3.8342
6,      2.5118,      0.3955,      0.6617,      0.0000,      1.2805,      0.3335,      1.0625
6,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
6,      2.6374,      0.6621,      0.6258,      0.1978,      1.8816,      0.5747,      1.5048
6,      2.6374,      1.0160,      0.6615,      0.2740,      2.8495,      1.0115,      2.2330
6,      2.6374,      1.0579,      0.6617,      0.2838,      3.0373,      1.0916,      2.3714
6,      2.6374,      0.9665,      0.6617,      0.2619,      2.7155,      0.9487,      2.1270
6,      2.6807,      0.7284,      0.6611,      0.1842,      1.8845,      0.6070,      1.5282
6,      2.6807,      0.9636,      0.6466,      0.2862,      2.8334,      0.9888,      2.2120
6,      2.6807,      1.1691,      0.6614,      0.3081,      3.6406,      1.3517,      2.8206
6,      2.6807,      1.1704,      0.6617,      0.3079,      3.6433,      1.3530,      2.8228
6,      2.7240,      0.6681,      0.6615,      0.1596,      1.8977,      0.5932,      1.5153
6,      2.7240,      0.9729,      0.6617,      0.2629,      2.8512,      0.9981,      2.2293
6,      2.7240,      1.1953,      0.6617,      0.3126,      3.7918,      1.4206,      2.9376
6,      2.7240,      1.2501,      0.6602,      0.3255,      4.2386,      1.6086,      3.2648
6,      2.7673,      0.7008,      0.6463,      0.1897,      1.8867,      0.6030,      1.5282
6,      2.7673,      0.9217,      0.6590,      0.2565,      2.7363,      0.9458,      2.1436
6,      2.7673,      1.1960,      0.6617,      0.3127,      3.7842,      1.4218,      2.9374
6,      2.7673,      1.2635,      0.6617,      0.3264,      4.3939,      1.6762,      3.3815
6,      2.8106,      0.6872,      0.6600,      0.1677,      1.8670,      0.5956,      1.5104
6,      2.8106,      0.9482,      0.6463,      0.2784,      2.8989,      1.0068,      2.2201
6,      2.8106,      1.1698,      0.6617,      0.3122,      3.7902,      1.4147,      2.9377
6,      2.8106,      1.2828,      0.6617,      0.3286,      4.4730,      1.7162,      3.4474
7,      2.1106,      0.7541,      0.6617,      0.3383,      4.6613,      1.9388,      3.5724
7,      2.1106,      0.7541,      0.6617,      0.3383,      4.6613,      1.9388,      3.5724
7,      2.9585,      0.0000,      0.0000,      0.0000,      0.8363,      0.0000,      0.7842
7,      2.2161,      0.7022,      0.6161,      0.3839,      4.4879,      1.8097,      3.3938
7,      2.3647,      0.6952,      0.6617,      0.2667,      2.5992,      0.9608,      2.0427
7,      2.3647,      0.7201,      0.6610,      0.2969,      3.2762,      1.2687,      2.5401
7,      2.2488,      0.7497,      0.6604,      0.3348,      4.4047,      1.8245,      3.3938
7,      2.5134,      0.5986,      0.6617,      0.1674,      1.7548,      0.5656,      1.4223
7,      2.5134,      0.6991,      0.6617,      0.2692,      2.6007,      0.9793,      2.0635
7,      2.5134,      0.7130,      0.6410,      0.3290,      3.6072,      1.4023,      2.7316
7,      2.5134,      0.7156,      0.6322,      0.3628,      4.3282,      1.7427,      3.3806
7,      2.6620,      0.5550,      0.5938,      0.2161,      1.8294,      0.5596,      1.4303
7,      2.6620,      0.6496,      0.6054,      0.3218,      2.7389,      0.9766,      2.0583
7,      2.6620,      0.6875,      0.6617,      0.2783,      2.7344,      1.0506,      2.1715
7,      2.6620,      0.7124,      0.6617,      0.2828,      2.7831,      1.0863,      2.2213
7,      2.8106,      0.6042,      0.6505,      0.1840,      1.7641,      0.5919,      1.4660
7,      2.8106,      0.6942,      0.6617,      0.2640,      2.5193,      0.9659,      2.0320
7,      2.8106,      0.6639,      0.5980,      0.3607,      3.5467,      1.3149,      2.6498
7,      2.2413,      0.7508,      0.6617,      0.3332,      4.3613,      1.8077,      3.3622
8,     13.5062,      0.4739,      0.6617,      0.0000,      3.8623,      1.3013,      4.2017
8,      2.1136,      0.3246,      0.6617,      0.0000,      0.9779,      0.3335,      0.6727
8,      2.3325,      0.0000,      0.0000,      0.0000,      0.3606,      0.0000,      0.1714
8,      2.2193,      0.3408,      0.6617,      0.0000,      1.0582,      0.3335,      0.7762
