1,4.4189,0.4739,14.528,2.6864,2.6864,0.0000,0.0000,0.0000,0.0000,0.0000,1.7776,0.0000,0.0635,0.6329
2,1.1203,0.3955,2.7837,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000
3,0.7842,0.0000,2.9585,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,0.7881,0.1453,2.7698,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.1663,0.0000,0.0000,0.0000
5,1.1087,0.3955,2.7698,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000
6,1.1092,0.3955,2.7698,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000
7,1.1076,0.3955,2.7698,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000
8,1.1087,0.3955,2.7698,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000
9,0.7881,0.0065,3.0167,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0026,0.0091,0.0110,0.0009
10,1.4348,0.448,5.1069,0.9268,0.2889,0.6378,0.0000,0.0000,0.0000,0.0000,0.6132,0.0000,0.0211,0.2100
11,1.4348,0.448,5.1069,0.9268,0.2889,0.6378,0.0000,0.0000,0.0000,0.0000,0.6132,0.0000,0.0211,0.2100
12,1.4348,0.448,5.1069,0.9268,0.2889,0.6378,0.0000,0.0000,0.0000,0.0000,0.6132,0.0000,0.0211,0.2100
13,1.4348,0.448,5.1069,0.9268,0.2889,0.6378,0.0000,0.0000,0.0000,0.0000,0.6132,0.0000,0.0211,0.2100
14,1.4348,0.448,5.1069,0.9268,0.2889,0.6378,0.0000,0.0000,0.0000,0.0000,0.6132,0.0000,0.0211,0.2100
15,1.5099,0.449,5.3439,0.9710,0.3492,0.6218,0.0000,0.0000,0.0000,0.0000,0.6425,0.0000,0.0221,0.2206
16,2.1751,0.459,7.4441,1.3633,0.8837,0.4796,0.0000,0.0000,0.0000,0.0000,0.9021,0.0000,0.0316,0.3149
17,2.1751,0.459,7.4441,1.3633,0.8837,0.4796,0.0000,0.0000,0.0000,0.0000,0.9021,0.0000,0.0316,0.3149
18,1.5099,0.449,5.3439,0.9710,0.3492,0.6218,0.0000,0.0000,0.0000,0.0000,0.6425,0.0000,0.0221,0.2206
19,2.2316,0.460,7.6224,1.3966,0.9291,0.4675,0.0000,0.0000,0.0000,0.0000,0.9241,0.0000,0.0324,0.3229
20,2.9154,0.466,9.7812,1.7998,1.4784,0.3214,0.0000,0.0000,0.0000,0.0000,1.1909,0.0000,0.0421,0.4198
21,2.9154,0.466,9.7812,1.7998,1.4784,0.3214,0.0000,0.0000,0.0000,0.0000,1.1909,0.0000,0.0421,0.4198
22,1.5099,0.449,5.3439,0.9710,0.3492,0.6218,0.0000,0.0000,0.0000,0.0000,0.6425,0.0000,0.0221,0.2206
23,2.2316,0.460,7.6224,1.3966,0.9291,0.4675,0.0000,0.0000,0.0000,0.0000,0.9241,0.0000,0.0324,0.3229
24,3.6556,0.470,12.118,2.2363,2.0732,0.1631,0.0000,0.0000,0.0000,0.0000,1.4798,0.0000,0.0526,0.5247
25,3.6556,0.470,12.118,2.2363,2.0732,0.1631,0.0000,0.0000,0.0000,0.0000,1.4798,0.0000,0.0526,0.5247
26,0.7881,0.006,3.0167,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0026,0.0091,0.0110,0.0009
27,1.5099,0.449,5.3439,0.9710,0.3492,0.6218,0.0000,0.0000,0.0000,0.0000,0.6425,0.0000,0.0221,0.2206
28,2.2316,0.460,7.6224,1.3966,0.9291,0.4675,0.0000,0.0000,0.0000,0.0000,0.9241,0.0000,0.0324,0.3229
29,2.9533,0.466,9.9010,1.8222,1.5089,0.3133,0.0000,0.0000,0.0000,0.0000,1.2057,0.0000,0.0427,0.4252
30,3.6751,0.470,12.179,2.2478,2.0888,0.1590,0.0000,0.0000,0.0000,0.0000,1.4874,0.0000,0.0529,0.5275
31,1.2000,0.399,4.0000,0.7958,0.0897,0.6877,0.0000,0.0185,0.0000,0.0000,0.5001,0.0000,0.0117,0.1166
32,0.9000,0.150,3.0000,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.1685,0.0000,0.0014,0.0139
