1,3.6770,1.3565,9.2857,1.8597,1.5601,0.2997,0.0000,0.0000,0.0000,0.0000,1.2306,0.0000,0.0000,0.0000,0.6943,0.0000,0.3573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.8473,0.0661,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
2,1.1203,0.3955,2.7837,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1608,2.1942,0.0316,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
3,0.7842,0.0000,2.9585,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1966,0.0135,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
4,0.8208,0.0014,2.9229,2.6031,0.0000,0.3204,0.0042,2.2785,0.0000,0.0000,0.0090,0.0000,0.0003,0.0067,0.0008,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2046,0.0249,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.8753
5,1.1466,0.5325,2.9229,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000,0.0538,0.0000,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.1343,2.1937,0.0305,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
6,1.1466,0.5325,2.9229,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000,0.0538,0.0000,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.1343,2.1937,0.0305,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
7,1.1158,0.4849,2.9229,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4329,0.0000,0.0000,0.0000,0.0474,0.0000,0.0165,0.0000,0.0000,0.0000,0.0000,0.0000,0.1238,2.1097,0.0291,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
8,0.8234,0.1007,3.0114,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0374,0.0000,0.0000,0.0000,0.0258,0.0000,0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2752,0.0144,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
9,1.6917,1.2722,4.6098,0.9195,0.2614,0.6409,0.0034,0.0139,0.0000,0.0000,0.6083,0.0001,0.0006,0.0079,0.3859,0.0000,0.1536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8279,0.0320,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0151
10,1.7784,1.2875,4.8213,0.9574,0.3216,0.6218,0.0126,0.0013,0.0000,0.0000,0.6335,0.0000,0.0003,0.0037,0.3988,0.0000,0.1626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9564,0.0334,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0014
