1,1.4166,0.8751,4.9773,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000,0.0000,0.0260,0.3410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2162,0.0251,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
2,1.1203,0.3955,2.7837,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1608,2.1942,0.0316,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
3,0.7842,0.0000,2.9585,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1966,0.0135,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
6,1.1036,0.3756,2.7976,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.1522,2.1432,0.0307,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
7,1.1207,0.3932,2.7976,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4699,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1598,2.1889,0.0315,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
8,0.7881,0.0063,3.0084,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0022,0.0096,0.0116,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2277,0.0139,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
9,0.9953,0.3091,3.5159,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.3334,0.0000,0.0091,0.0911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0212,1.6863,0.0200,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
10,1.2024,0.5314,3.5159,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0013,0.0130,0.0000,0.0075,0.0987,0.0000,0.0000,0.0000,0.0000,0.0000,0.1011,2.1701,0.0288,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
11,1.2185,0.5460,3.5159,0.7156,0.0000,0.7145,0.0000,0.0011,0.0000,0.0000,0.4720,0.0000,0.0000,0.0006,0.0000,0.0086,0.1134,0.0000,0.0000,0.0000,0.0000,0.0000,0.1068,2.1999,0.0294,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0015
12,0.7881,0.0065,3.0069,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0026,0.0091,0.0110,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2269,0.0139,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
13,0.9953,0.3239,3.7338,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.3387,0.0106,0.0241,0.1139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6754,0.0189,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
14,1.1989,0.5748,4.2341,0.7169,0.0002,0.7120,0.0047,0.0000,0.0000,0.0000,0.4246,0.0006,0.0070,0.0627,0.0000,0.0113,0.1488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0109,1.9599,0.0226,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
15,1.3162,0.7053,4.2341,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000,0.0000,0.0172,0.2255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0545,2.2088,0.0273,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
16,0.7881,0.0065,3.0069,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0026,0.0091,0.0110,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2269,0.0139,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
17,0.9953,0.2941,3.5815,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.2632,0.0000,0.0042,0.0423,0.0000,0.0032,0.0419,0.0000,0.0000,0.0000,0.0000,0.0269,0.0000,1.6551,0.0187,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
18,1.2024,0.5941,4.3920,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4605,0.0126,0.0245,0.0935,0.0000,0.0100,0.1315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9945,0.0225,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
19,1.4095,0.8651,4.9524,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4680,0.0000,0.0000,0.0000,0.0000,0.0257,0.3368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,2.2057,0.0249,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
