0.1428,0.0000,2.3325,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5159,0.0058,0.0000,0.0000,0.7147
0.1428,0.0000,2.3325,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5159,0.0058,0.0000,0.0000,0.7147
4.4072,0.4739,14.5134,2.6864,2.6864,0.0000,0.0000,0.0000,0.0000,0.0000,1.7776,0.0000,0.0635,0.6329,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,6.9107,0.0781,0.0000,0.0000,0.0000
0.6659,0.3584,3.5702,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4717,0.0000,0.0159,0.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3863,0.0157,0.0000,0.0000,0.4553
0.6655,0.3584,3.5776,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4709,0.0020,0.0183,0.1583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3908,0.0157,0.0000,0.0000,0.4557
0.6678,0.3584,3.5798,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4717,0.0000,0.0173,0.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3872,0.0157,0.0000,0.0000,0.4553
0.6655,0.3584,3.5776,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4709,0.0020,0.0183,0.1583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3908,0.0157,0.0000,0.0000,0.4557
0.5753,0.2938,3.3557,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.3900,0.0000,0.0132,0.1311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2355,0.0140,0.0000,0.0000,0.5002
0.5753,0.2938,3.3557,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.3900,0.0000,0.0132,0.1311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.2355,0.0140,0.0000,0.0000,0.5002
0.5994,0.2938,3.0798,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4013,0.0000,0.0094,0.0940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0414,1.3523,0.0170,0.0000,0.0000,0.4940
