3.3346,0.4739,9.5264,2.6864,2.6864,0.0000,0.0000,0.0000,0.0000,0.0000,1.7776,0.0000,0.0635,0.6329,0.0000,0.0000,0.0000,0.0000,0.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7110,0.0000,0.0000
0.3616,0.0000,0.6723,4.1550,0.0000,0.0000,0.0000,4.1550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9110,0.0000,0.0000
0.3609,0.0002,0.6804,4.1550,0.0000,0.0000,0.0000,4.1550,0.0000,0.0000,0.0000,0.0032,0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9201,0.0000,0.0000
0.6316,0.1000,2.2807,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0869,0.0541,0.0697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.5122,0.0000,0.0000
0.6061,0.1000,3.8314,1.7594,0.0000,0.4977,0.0000,1.2617,0.0000,0.0000,0.0000,0.6689,0.8017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7099,0.0000,0.0000
0.5789,0.1000,5.3820,3.3973,0.0000,0.1574,0.0000,3.2399,0.0000,0.0000,0.0000,1.3541,1.6230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6104,0.0000,0.0000
0.5663,0.1000,6.0994,4.1550,0.0000,0.0000,0.0000,4.1550,0.0000,0.0000,0.0000,1.6710,2.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9521,0.0000,0.0000
0.6953,0.1651,2.2807,0.7999,0.0225,0.6196,0.1577,0.0000,0.0000,0.0000,0.1590,0.1005,0.1216,0.0112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0438,0.0000,0.0000,1.8846,0.0000,0.0000
0.6514,0.1651,3.3772,0.7304,0.0107,0.7102,0.0000,0.0095,0.0000,0.0000,0.0000,0.3916,0.4694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3595,0.0000,0.0000
0.6421,0.1651,3.3332,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0000,0.3830,0.4591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3159,0.0000,0.0000
0.6421,0.1651,3.3332,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0000,0.3830,0.4591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3159,0.0000,0.0000
0.7349,0.2303,2.2807,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.2506,0.0000,0.0340,0.0512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0334,0.0000,0.0000,1.5770,0.0000,0.0000
0.6795,0.2303,3.5443,0.7657,0.0072,0.7033,0.0000,0.0552,0.0000,0.0000,0.0727,0.4389,0.5303,0.0044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6675,0.0000,0.0000
0.6668,0.2303,3.4328,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0619,0.4101,0.4951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5321,0.0000,0.0000
0.6662,0.2303,3.4686,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.0563,0.4214,0.5083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5540,0.0000,0.0000
0.7119,0.2954,2.2807,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.2444,0.2026,0.2429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0831,0.0000,0.0000,2.2753,0.0000,0.0000
0.7010,0.2954,2.9809,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.2136,0.2623,0.3265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4155,0.0000,0.0000
0.7010,0.2954,2.9809,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.2136,0.2623,0.3265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4155,0.0000,0.0000
0.7010,0.2954,2.9809,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.2136,0.2623,0.3265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4155,0.0000,0.0000
0.7450,0.3606,2.2807,0.7185,0.0051,0.7134,0.0000,0.0000,0.0000,0.0000,0.3804,0.0961,0.1313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0326,0.0000,0.0000,2.2719,0.0000,0.0000
0.7374,0.3606,2.4702,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.3783,0.0957,0.1361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2705,0.0000,0.0000
0.7374,0.3606,2.4703,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.3783,0.0957,0.1361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2705,0.0000,0.0000
0.7374,0.3606,2.4703,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.3783,0.0957,0.1361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2705,0.0000,0.0000
