Cost,DoC,GWP,TotPlastics(kg),HDPE,LDPE,PP,PLA,PHA,Paper,Reprocess,Pyrolysis,Landfill,Incineration,LABS from chemical recycling of PE,C4 Gas Mixture Pyrolysis,Light Liquid Fuel Pyrolysis,Clay reycled PLA,Lipase based PLA recycling,Lactic acid from acid hydrolysis,Me-Lactate from alcoholysis,Clinker,Lumber
1.0974,0.4171,3.3880,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0081,0.0809,0.0000,0.0000,0.0000,0.0000,0.4190,0.0000,0.0000,0.0000,0.0790
1.0945,0.4198,3.4635,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0091,0.0910,0.0000,0.0000,0.0000,0.0000,4.0639,0.0000,0.0000,0.0000,0.0688
1.0928,0.4214,3.5088,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0097,0.0971,0.0000,0.0000,0.0000,0.0000,4.0639,0.0000,0.0000,0.0000,0.0626
1.1203,0.3956,2.7840,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1608
1.1031,0.4117,3.2370,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0061,0.0607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0994
1.0974,0.4171,3.3880,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0081,0.0809,0.0000,0.0000,0.0000,0.0000,4.4318,0.0000,0.0000,0.0000,0.0790
1.0945,0.4198,3.4635,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0091,0.0910,0.0000,0.0000,0.0000,0.0000,4.4318,0.0000,0.0000,0.0000,0.0688
1.0928,0.4214,3.5088,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0097,0.0971,0.0000,0.0000,0.0000,0.0000,5.7524,0.0000,0.0000,0.0000,0.0626
1.1203,0.3956,2.7840,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0220,0.0000,0.0000,0.0000,0.1608
1.1031,0.4117,3.2370,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0061,0.0607,0.0000,0.0000,0.0000,0.0000,4.4318,0.0000,0.0000,0.0000,0.0994
1.0974,0.4171,3.3880,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0081,0.0809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0790
1.0945,0.4198,3.4635,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0091,0.0910,0.0000,0.0000,0.0000,0.0000,5.7524,0.0000,0.0000,0.0000,0.0688
1.0928,0.4214,3.5088,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0097,0.0971,0.0000,0.0000,0.0000,0.0000,0.4190,0.0000,0.0000,0.0000,0.0626
1.1204,0.3955,2.7840,0.7148,0.0000,0.7147,0.0000,0.0001,0.0000,0.0000,0.4730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1608
1.1031,0.4117,3.2370,0.7147,0.0000,0.7147,0.0000,0.0000,0.0000,0.0000,0.4729,0.0000,0.0061,0.0607,0.0000,0.0000,0.0000,0.0000,0.4190,0.0000,0.0000,0.0000,0.0994
