4.4189,0.4739,0.6084,2.6864,2.6864,0.0000,0.0000,0.0000,0.0000,0.0000,1.7776,0.0000,0.0635,0.6329,14.5281
12.6637,0.0000,0.9676,10.7722,0.0000,0.0000,0.0000,0.0000,0.0000,10.7722,0.0000,0.0000,8.3694,0.0000,97.5643
4.5163,0.4620,0.6444,2.8646,2.5615,0.0000,0.0000,0.0000,0.0000,0.3032,1.8955,0.0000,0.0605,0.6034,15.7738
4.6271,0.4515,0.6803,3.0673,2.4194,0.0000,0.0000,0.0000,0.0000,0.6479,2.0296,0.0000,0.0572,0.5700,17.1903
4.7548,0.4423,0.7162,3.3008,2.2557,0.0000,0.0000,0.0000,0.0000,1.0450,2.1841,0.0000,0.0533,0.5314,18.8225
4.9035,0.4343,0.7521,3.5728,2.0651,0.0000,0.0000,0.0000,0.0000,1.5077,2.3641,0.0000,0.0488,0.4865,20.7237
6.3215,0.4313,0.9514,10.7722,0.0000,0.0000,0.0000,0.0000,0.0000,10.7722,0.0000,7.2097,8.6413,0.0000,87.9937
5.2890,0.4218,0.8239,4.2778,1.5709,0.0000,0.0000,0.0000,0.0000,2.7069,2.8306,0.0000,0.0371,0.3701,25.6516
6.3215,0.4313,0.9514,10.7722,0.0000,0.0000,0.0000,0.0000,0.0000,10.7722,0.0000,7.2097,8.6413,0.0000,87.9937
6.3215,0.4313,0.9514,10.7722,0.0000,0.0000,0.0000,0.0000,0.0000,10.7722,0.0000,7.2097,8.6413,0.0000,87.9937
6.3215,0.4313,0.9514,10.7722,0.0000,0.0000,0.0000,0.0000,0.0000,10.7722,0.0000,7.2097,8.6413,0.0000,87.9937
5.1448,0.4255,0.8000,4.0141,1.7557,0.0000,0.0000,0.0000,0.0000,2.2584,2.6561,0.0000,0.0415,0.4136,23.8086
6.3850,0.4116,0.9400,6.2824,0.1659,0.0000,0.0000,0.0000,0.0000,6.1165,4.1570,0.0000,0.0039,0.0391,39.6631
4.6949,0.4463,0.7000,3.1912,2.3326,0.0000,0.0000,0.0000,0.0000,0.8586,2.1116,0.0000,0.0551,0.5495,18.0563
101.3719,0.3516,0.9513,7.3664,0.0000,0.0000,0.0000,0.0000,0.0000,7.3664,3.4542,0.0000,0.0000,1.4670,253.5476
7.3915,0.3540,0.9530,7.1257,0.0000,0.0000,0.0000,0.0000,0.0000,7.1257,3.6983,0.0000,1.1939,0.0000,49.3408
7.0001,0.3796,0.9513,6.8550,0.0000,0.0000,0.0000,0.0000,0.0000,6.8550,3.9728,0.0000,0.6612,0.0000,45.7605
9.3923,0.2216,0.9600,8.5095,0.0000,0.0000,0.0000,0.0000,0.0000,8.5095,2.2948,0.0000,3.9169,0.0000,67.6411
